TransactionID,CustomerID,Product,Category,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,Device,SessionDuration,CouponCode,ReturnStatus,Warehouse,ShippingType,ReviewText
3358,1642,Headphones,Accessories,19465,4,,Delhi,IN,,No,4.862672748,Edge,Desktop,117,OFF20,Not Returned,WH2,Standard,Good
3079,1248,Dress,Fashion,87685,4,NetBanking,Hyderabad,,,N,3.730309236,Edge,Desktop,208,SAVE10,Not Returned,WH1,,Bad
4485,1761,Shoes,Accessories,59235,4,NetBanking,Mumbai,IND,April 5 2023,Yes,2.554156499,Safari,Desktop,28,SAVE10,,WH3,,
3936,1332,Laptop,Fashion,3391,2,NetBanking,Delhi,,02/03/2023,Y,3.61871134,Safari,Mobile,93,,Not Returned,,Express,
2320,1049,Shoes,Electronics,26348,4,Cash,Hyderabad,IN,,N,4.051516631,Edge,,15,,Returned,WH2,,Average
2419,1599,Shoes,Accessories,21863,1,NetBanking,Mumbai,,02/03/2023,Y,3.803150747,,Mobile,446,YIrSES,,WH2,Standard,Average
4338,1801,,Electronics,25221,2,Cash,Chennai,India,02/03/2023,,4.896140544,,Desktop,239,SAVE10,,,,Good
429,1144,,,932,4,,Hyderabad,IN,April 5 2023,Y,2.501206507,,Desktop,293,,,WH2,Express,Bad
3561,1063,,Electronics,40138,4,UPI,Delhi,IN,2023-01-01,Yes,2.453497498,Chrome,Desktop,432,YIrSES,,WH3,Standard,Good
3173,1426,Laptop,Fashion,16538,3,Card,Chennai,India,2023-01-01,Yes,3.747641899,,Mobile,301,,Not Returned,WH3,,Average
192,1424,Laptop,Accessories,43241,3,NetBanking,Mumbai,India,,,4.855811507,,Tablet,24,OFF20,Not Returned,WH3,,Good
4572,1070,Shoes,Accessories,46204,3,UPI,Mumbai,IN,,Y,3.280786645,Chrome,Desktop,464,SAVE10,Returned,,,Good
1194,1146,Shoes,,64377,2,NetBanking,,IND,,Yes,3.455378664,,Desktop,288,YIrSES,Returned,WH3,Express,Good
2432,1054,Shoes,,28502,2,NetBanking,,IN,April 5 2023,Yes,4.215151006,Chrome,Mobile,221,SAVE10,Not Returned,WH1,Standard,Good
362,1152,,Accessories,24712,1,,Mumbai,IND,02/03/2023,,3.765710136,Edge,Mobile,250,,,WH1,,Average
2049,1907,Shoes,Fashion,89940,2,NetBanking,Mumbai,India,,Yes,2.19427189,Chrome,Desktop,167,OFF20,Not Returned,WH2,,Average
64,1843,Mobile,Fashion,23430,4,UPI,Hyderabad,India,April 5 2023,N,3.959768021,Chrome,Desktop,127,,Returned,,,
4702,1968,Headphones,Accessories,41992,3,Card,,,2023-01-01,N,3.565760354,Chrome,,326,SAVE10,Returned,WH2,Standard,Good
4502,1637,Dress,,10296,4,UPI,Delhi,IN,2023-01-01,Y,3.297506218,Safari,Mobile,308,SAVE10,,WH1,Express,Good
3258,1007,Mobile,Accessories,25779,1,NetBanking,Chennai,India,,N,4.728800243,Edge,Mobile,499,YIrSES,,WH1,Express,Average
4994,1046,Laptop,Fashion,53229,1,NetBanking,Hyderabad,IN,2023-01-01,Yes,4.39670532,Chrome,,397,YIrSES,Not Returned,,Standard,Good
4204,1997,Laptop,Fashion,64223,4,,Hyderabad,IND,02/03/2023,Y,3.430122455,Chrome,Tablet,285,YIrSES,Not Returned,WH2,Express,Average
1520,1901,,,26062,1,,Chennai,IN,,,2.425386684,,Tablet,297,YIrSES,,WH1,Express,Bad
2010,1069,Shoes,Fashion,53054,2,UPI,Chennai,India,2023-01-01,Y,3.118198152,Safari,Desktop,110,YIrSES,Not Returned,WH1,,Good
4359,1412,Mobile,Electronics,61047,3,NetBanking,Hyderabad,IN,02/03/2023,Yes,3.552747738,,Mobile,366,OFF20,,WH2,Standard,Good
1286,1520,Mobile,Fashion,30396,1,Card,Chennai,India,,,1.723398134,Safari,Tablet,191,SAVE10,Not Returned,,Standard,Good
1867,1886,Dress,Accessories,14307,1,Cash,Delhi,IN,2023-01-01,Y,1.548172338,Edge,Tablet,390,SAVE10,Returned,WH3,Standard,Good
3987,1192,,,71880,4,Card,Mumbai,IND,2023-01-01,Yes,3.729490929,Chrome,Mobile,482,YIrSES,Not Returned,WH2,,Good
2430,1487,Laptop,Electronics,81954,1,Card,Chennai,IND,April 5 2023,N,2.282508979,,Desktop,321,OFF20,,,,Average
4374,1712,Mobile,Accessories,55232,2,UPI,Delhi,India,,No,2.935062068,,Desktop,139,YIrSES,,WH3,Standard,Good
619,1573,Dress,,66830,4,UPI,Chennai,IN,April 5 2023,N,4.182387052,,Mobile,195,SAVE10,Not Returned,,Express,Bad
2743,1643,Headphones,Accessories,21299,4,UPI,,IN,2023-01-01,No,2.022507599,Edge,Desktop,463,SAVE10,Not Returned,WH1,Express,
2770,1603,,Fashion,31350,3,,Delhi,IN,2023-01-01,,4.897484165,,Desktop,233,SAVE10,,WH3,Standard,
4446,1147,,Fashion,4554,1,NetBanking,,IN,April 5 2023,Y,1.231091999,Chrome,,354,OFF20,Not Returned,WH3,Express,Bad
2664,1747,,Electronics,88798,2,,Delhi,,02/03/2023,Y,3.155606083,,,267,,,WH1,Express,Bad
967,1238,Dress,,2217,4,NetBanking,,IND,02/03/2023,No,4.914000538,Edge,Tablet,300,OFF20,,WH2,Express,Good
3035,1173,Headphones,,83014,3,Card,Chennai,,April 5 2023,,1.63188579,Chrome,Mobile,116,YIrSES,Returned,WH3,,
2574,1844,Laptop,,85509,4,,Hyderabad,IND,2023-01-01,N,4.209817596,Safari,Tablet,291,YIrSES,,WH1,Standard,
3171,1327,Headphones,,98339,4,UPI,Mumbai,,2023-01-01,Yes,1.061667581,Safari,Tablet,293,YIrSES,,WH3,,Average
3303,1256,Mobile,Electronics,91770,4,UPI,Mumbai,,April 5 2023,No,4.355905194,,Mobile,28,OFF20,Returned,WH2,,Good
3631,1781,Laptop,Fashion,37821,2,,Mumbai,IN,,,1.084929049,Edge,Tablet,443,YIrSES,,WH2,Standard,
3508,1304,Mobile,,61255,1,,Chennai,India,,,1.621346929,Chrome,,283,OFF20,,WH3,Standard,Bad
4306,1674,Mobile,Fashion,57171,2,Cash,,IN,,,3.592544748,,Desktop,110,SAVE10,Returned,,Express,Bad
665,1060,Dress,Electronics,99175,1,NetBanking,Hyderabad,IN,02/03/2023,Yes,1.224291037,Edge,Desktop,23,YIrSES,,WH3,Standard,Bad
3218,1548,Shoes,Accessories,57321,3,,,,02/03/2023,Yes,4.04800683,Safari,,66,,Not Returned,WH3,Standard,
3716,1869,Shoes,Accessories,79066,2,,Hyderabad,India,2023-01-01,Yes,3.499949618,Chrome,,350,YIrSES,Not Returned,,,Bad
3507,1508,Shoes,Electronics,43602,1,UPI,Mumbai,,2023-01-01,No,4.052846683,,Tablet,484,YIrSES,Returned,,Standard,
1218,1773,,Fashion,93788,4,Card,Hyderabad,India,02/03/2023,,1.880486187,Safari,,410,OFF20,Returned,WH1,Express,Good
846,1950,Dress,Electronics,46770,2,,,,2023-01-01,N,4.599597339,Safari,Mobile,215,,Returned,WH2,Standard,
2479,1031,Shoes,Fashion,54200,2,Cash,,IN,,,4.805071645,Safari,,188,YIrSES,Not Returned,WH1,,Average
788,1941,Mobile,Electronics,23897,1,Cash,Hyderabad,IN,April 5 2023,No,1.314524771,Chrome,,163,SAVE10,Not Returned,WH3,Express,Bad
4823,1957,Headphones,Electronics,50632,1,,Chennai,IND,2023-01-01,No,1.60825469,Edge,,181,YIrSES,Returned,WH3,Express,Average
3080,1036,Dress,,13313,2,,,India,2023-01-01,Yes,1.498023174,,Desktop,133,YIrSES,Not Returned,WH1,Express,Average
1923,1258,Laptop,Fashion,33962,1,Cash,Mumbai,India,April 5 2023,,2.66315482,Safari,Desktop,311,SAVE10,,WH2,Express,
3634,1587,Shoes,,80030,4,Cash,Chennai,IND,April 5 2023,,2.321028629,,,285,OFF20,Not Returned,WH3,,Average
4176,1979,,Electronics,81474,1,,,,2023-01-01,Y,1.374073131,Chrome,Mobile,448,OFF20,,,Standard,Bad
2650,1522,Laptop,Electronics,64564,2,UPI,Chennai,IN,02/03/2023,Y,3.770056338,Chrome,,89,,Not Returned,,Express,Good
1491,1623,Dress,Electronics,94126,1,Cash,Delhi,India,02/03/2023,Yes,1.769022343,Safari,,466,,Returned,,Standard,Good
3913,1039,Mobile,Fashion,39021,4,,Delhi,,2023-01-01,Yes,4.230979635,Chrome,Tablet,51,,Returned,,,
4551,1719,Dress,Fashion,18871,2,NetBanking,,India,,N,1.126382959,Chrome,Tablet,65,YIrSES,Not Returned,WH1,Standard,Average
3350,1654,Laptop,Electronics,92218,3,Cash,Chennai,IN,,Yes,4.880066688,Edge,,90,OFF20,Not Returned,WH2,Standard,Bad
1528,1083,Dress,Fashion,93643,2,,Delhi,,April 5 2023,Y,2.32868125,Edge,,341,YIrSES,,WH3,,Bad
3322,1239,Laptop,,95911,4,UPI,Chennai,IND,April 5 2023,N,4.747964126,,Tablet,428,OFF20,,,,
4477,1836,Dress,,84091,1,,,IND,April 5 2023,No,3.854943638,Edge,,214,YIrSES,Not Returned,WH3,,Average
153,1046,Mobile,Fashion,7261,1,Card,Delhi,IND,02/03/2023,,1.689645764,Chrome,,349,SAVE10,Returned,WH3,Express,Good
779,1660,Mobile,Fashion,67373,1,NetBanking,,India,2023-01-01,N,4.582964027,Edge,Tablet,342,,Not Returned,WH1,Standard,Average
4331,1943,Mobile,Fashion,26748,2,NetBanking,Mumbai,IN,2023-01-01,No,3.334454171,Chrome,Tablet,112,,Returned,,Express,Bad
4497,1404,,,75178,1,Cash,Delhi,IN,,Yes,2.961909448,Chrome,Mobile,233,,,WH3,,Average
781,1364,Shoes,Fashion,39391,2,UPI,Delhi,IND,2023-01-01,Yes,2.721419331,Chrome,,435,,,,Standard,Good
3381,1477,Laptop,Fashion,5440,3,,,India,02/03/2023,Y,4.876889972,,Desktop,335,,Not Returned,WH1,Standard,Average
2768,1229,Mobile,,66867,3,Card,Delhi,IN,,,2.348899874,Edge,Tablet,428,,,WH1,Standard,Good
4120,1187,Laptop,,52589,4,,Delhi,IN,2023-01-01,No,3.837841294,,Desktop,151,SAVE10,Not Returned,WH2,Standard,
366,1464,Shoes,Accessories,18427,3,UPI,Chennai,India,April 5 2023,No,3.730478478,Chrome,,458,SAVE10,Not Returned,,,Bad
4645,1693,Headphones,Accessories,48425,3,,Chennai,India,2023-01-01,N,1.830074815,Safari,Mobile,323,OFF20,,WH1,Standard,Average
4946,1776,,,17639,2,Card,Mumbai,,2023-01-01,Yes,2.238186954,Edge,Tablet,397,SAVE10,Returned,WH1,Express,
823,1349,,Accessories,31623,1,Cash,Delhi,IN,2023-01-01,N,1.606490291,Edge,Tablet,358,OFF20,Not Returned,,,Good
329,1901,Laptop,Accessories,44070,2,Card,Mumbai,IN,02/03/2023,Yes,4.622442094,Chrome,Mobile,335,,Returned,WH3,Express,Average
3933,1989,Shoes,Fashion,12312,1,Cash,Delhi,IN,April 5 2023,Y,4.003152329,Edge,Tablet,373,,Returned,WH3,Standard,
3864,1929,Headphones,Accessories,40362,1,Card,Chennai,IND,02/03/2023,N,4.93859383,,,80,,Returned,WH3,,Good
3516,1877,,Fashion,49609,1,,Chennai,IND,,N,2.058789947,,Desktop,484,OFF20,,WH2,Standard,Bad
1291,1743,Headphones,,99413,2,Card,Hyderabad,IND,02/03/2023,Yes,1.760286107,Chrome,Tablet,33,SAVE10,Not Returned,WH1,Express,Good
2287,1582,Mobile,Fashion,94197,3,Cash,Chennai,India,02/03/2023,Yes,2.664201277,,Desktop,177,SAVE10,Returned,,,
2035,1118,Headphones,Fashion,54592,4,Cash,Hyderabad,IND,2023-01-01,N,1.500911777,,Desktop,229,,Not Returned,WH1,Express,Good
172,1884,,Fashion,57315,2,UPI,Hyderabad,IND,2023-01-01,Yes,2.184012182,Safari,Tablet,498,YIrSES,Not Returned,WH1,Standard,
4049,1418,Headphones,Accessories,3101,2,Cash,Hyderabad,India,02/03/2023,Y,4.32656543,Edge,,457,YIrSES,Not Returned,WH1,Express,Bad
4736,1818,Laptop,Accessories,20907,1,UPI,Chennai,IND,2023-01-01,N,1.791166225,,,288,YIrSES,,WH3,Express,Good
1381,1802,Mobile,Electronics,27976,4,,,India,02/03/2023,,3.469601718,,Tablet,112,,Returned,WH2,Express,Average
402,1083,Laptop,Accessories,33629,1,Card,Hyderabad,IND,2023-01-01,,1.315617242,Chrome,,201,,,WH3,,Average
2904,1968,Laptop,Electronics,72305,1,,Chennai,IND,2023-01-01,,4.634345227,,Tablet,72,OFF20,,WH2,Standard,Average
3447,1810,Headphones,,57898,1,Cash,Hyderabad,India,April 5 2023,N,2.532849935,Safari,Tablet,2,SAVE10,Returned,WH1,Standard,Good
1633,1409,,,96034,4,NetBanking,Mumbai,IN,April 5 2023,No,3.520238133,Chrome,Mobile,198,,,WH2,,Good
4174,1307,Laptop,Accessories,79749,3,NetBanking,,IN,April 5 2023,N,4.959726001,Edge,Mobile,88,YIrSES,Not Returned,WH3,Express,Good
889,1521,Laptop,Accessories,84497,4,NetBanking,Mumbai,IN,02/03/2023,N,3.360226217,Safari,Desktop,11,,Not Returned,WH3,,
3477,1056,Shoes,Electronics,53136,4,Card,Mumbai,IN,02/03/2023,Y,4.574036473,,Desktop,169,YIrSES,,,,
157,1409,Dress,,24483,3,Card,Hyderabad,IND,April 5 2023,No,1.524624659,Edge,Tablet,66,SAVE10,,WH2,,
1709,1784,Laptop,Accessories,18540,3,NetBanking,Delhi,India,02/03/2023,Y,2.003863079,Safari,Tablet,430,OFF20,Returned,WH2,Standard,Average
4913,1523,Dress,Fashion,73827,2,UPI,Hyderabad,IN,April 5 2023,Y,1.130209859,Edge,Desktop,164,OFF20,Returned,WH3,Standard,
3027,1091,Laptop,Fashion,70916,4,Cash,,,,N,1.144695778,Safari,,60,YIrSES,,WH1,Express,
1708,1052,,Accessories,58119,4,UPI,Hyderabad,IND,02/03/2023,,1.530126913,Safari,Mobile,17,YIrSES,,,,Bad
2585,1254,,Electronics,92440,2,NetBanking,Chennai,,April 5 2023,No,2.834361306,,Desktop,378,,Not Returned,WH3,Express,Bad
3354,1608,Dress,Accessories,4875,1,,Delhi,India,,N,1.866456155,Chrome,Mobile,419,,Not Returned,WH3,Express,
4731,1574,Headphones,Fashion,89743,3,UPI,Chennai,IN,April 5 2023,Yes,1.794823857,,Desktop,373,OFF20,,WH3,Express,Average
1724,1481,Shoes,,19478,2,Card,,,April 5 2023,Yes,2.225026375,Edge,Tablet,237,YIrSES,,WH3,Standard,Good
1376,1570,Laptop,Fashion,74936,2,,Mumbai,IN,April 5 2023,,3.126102004,Chrome,Tablet,168,YIrSES,Returned,WH2,Express,Bad
3454,1447,Mobile,Accessories,61362,1,NetBanking,Mumbai,IND,02/03/2023,Y,3.988474399,Safari,Desktop,401,,Returned,WH1,Standard,
1733,1435,,,86858,2,NetBanking,Delhi,IN,,Yes,2.743042213,Edge,,189,OFF20,Returned,WH1,Express,Bad
4964,1331,Laptop,Accessories,86001,4,Card,Mumbai,India,2023-01-01,Y,2.2586479,,Mobile,181,SAVE10,Returned,,,Average
855,1929,,Electronics,53810,4,Cash,Delhi,IN,April 5 2023,No,3.998840157,Chrome,Desktop,288,,Not Returned,WH2,Express,Good
1989,1193,Shoes,Fashion,16986,3,,Mumbai,,,,3.07863612,,Desktop,149,OFF20,Returned,WH1,Express,Bad
2113,1201,Headphones,Accessories,35104,3,UPI,Chennai,IN,April 5 2023,No,3.441135804,Edge,Mobile,332,,Not Returned,WH3,Standard,Average
44,1135,Shoes,Fashion,80679,4,Cash,Chennai,IN,02/03/2023,,3.319246657,,,82,,Returned,WH2,,Bad
3557,1641,Dress,Fashion,75375,3,UPI,Hyderabad,,,Yes,1.909784152,Chrome,Tablet,198,YIrSES,Returned,WH1,Standard,Bad
3032,1976,,Electronics,11899,1,UPI,Mumbai,India,2023-01-01,Yes,1.638504383,Edge,Desktop,140,YIrSES,Not Returned,WH3,,
686,1400,Shoes,Fashion,96873,3,,Chennai,,02/03/2023,Yes,1.87209251,Edge,,78,SAVE10,,WH2,Standard,
4075,1634,Dress,Electronics,77855,4,,Delhi,IND,April 5 2023,No,1.806481693,Chrome,Desktop,254,YIrSES,,WH3,,Bad
3834,1704,Laptop,Accessories,1413,1,UPI,Hyderabad,IND,,Y,4.452453122,,Mobile,308,YIrSES,Returned,WH2,Standard,
3430,1765,Shoes,Electronics,78703,3,,,India,April 5 2023,No,3.749961327,Chrome,Mobile,230,OFF20,Returned,WH3,Standard,Good
3540,1309,Dress,,5678,4,UPI,Hyderabad,,April 5 2023,Y,3.729696129,Edge,Mobile,369,SAVE10,Not Returned,WH2,Standard,Bad
604,1347,Dress,Accessories,18986,3,Cash,,,April 5 2023,Yes,3.795164651,Chrome,Desktop,171,SAVE10,Not Returned,WH3,,Average
928,1845,Laptop,Electronics,52955,1,Card,Delhi,IN,2023-01-01,,1.6672396,Safari,Tablet,420,OFF20,,WH2,,Bad
1518,1961,,Electronics,6594,2,Cash,Hyderabad,IND,2023-01-01,No,2.071345844,Chrome,Mobile,259,,Not Returned,WH2,,Average
2961,1195,Laptop,,77887,3,Card,,IND,02/03/2023,No,4.024971953,,Mobile,189,OFF20,Not Returned,,Express,Average
529,1897,Headphones,Fashion,30499,4,Cash,Mumbai,IN,02/03/2023,N,4.057297923,,Desktop,123,YIrSES,,WH3,Standard,Good
1980,1065,Mobile,Fashion,80902,2,Cash,Hyderabad,,02/03/2023,No,3.552164544,Edge,,248,SAVE10,,WH1,Express,Good
3229,1799,Shoes,,59036,2,Card,Hyderabad,IN,April 5 2023,No,1.210161547,Chrome,Mobile,470,,Returned,WH1,Standard,
2012,1379,Shoes,Fashion,56028,1,,,IND,2023-01-01,N,2.918918247,Chrome,Mobile,206,SAVE10,,,Standard,
127,1265,,Electronics,19385,1,NetBanking,Delhi,India,02/03/2023,Yes,4.989720702,Edge,,215,SAVE10,,WH2,,Bad
4683,1631,Headphones,Electronics,89644,4,UPI,Chennai,IND,02/03/2023,Y,1.538733719,Safari,Tablet,40,,Not Returned,WH3,Standard,Average
2527,1296,,,31069,2,Card,Chennai,IN,02/03/2023,N,1.510127163,Safari,Mobile,95,YIrSES,,,Standard,Average
4992,1667,Dress,Electronics,92584,4,Cash,Mumbai,IN,,No,4.79074143,,,67,YIrSES,,,Express,Good
2918,1795,Headphones,Electronics,24725,4,UPI,Hyderabad,India,,Y,3.541440504,Safari,Tablet,290,,Not Returned,,Standard,Bad
592,1386,Headphones,Accessories,45450,1,Cash,Chennai,,April 5 2023,No,4.384255355,,Desktop,63,YIrSES,,WH2,,Bad
1746,1954,Shoes,Electronics,60966,1,,Delhi,IN,02/03/2023,No,3.823690712,,Mobile,409,SAVE10,Returned,,Express,Bad
4949,1589,Laptop,Fashion,34719,2,Cash,Delhi,,02/03/2023,N,2.573362947,Edge,,429,SAVE10,Returned,WH2,Standard,Good
3446,1202,,Accessories,26934,1,UPI,Mumbai,,,No,3.101755791,,Desktop,459,SAVE10,Returned,WH3,Standard,Average
990,1397,Headphones,Electronics,85067,2,Card,Hyderabad,IND,,,2.121056298,Edge,Tablet,167,,Returned,WH3,Express,Good
2332,1708,Laptop,Electronics,93553,4,Card,Delhi,India,02/03/2023,Yes,3.006639836,,,217,,Not Returned,,Standard,Bad
2014,1791,Headphones,Electronics,78293,3,Cash,Delhi,IND,,Y,1.691267603,Safari,Tablet,370,,Returned,WH2,Express,Average
2724,1997,Shoes,Accessories,46961,3,NetBanking,Chennai,India,02/03/2023,Y,1.500810473,,Desktop,409,SAVE10,Not Returned,WH1,Express,Good
1368,1628,Headphones,,93762,1,NetBanking,Chennai,IN,,No,3.956775864,Safari,Mobile,94,YIrSES,,WH3,Express,
805,1765,,Electronics,57406,2,Card,Chennai,India,,Yes,4.021180373,Edge,,492,OFF20,,WH3,Standard,Good
1060,1360,Shoes,Accessories,96747,3,Card,Hyderabad,IND,,No,2.090039446,,,260,,Not Returned,WH1,Standard,Good
645,1032,Shoes,Accessories,41615,4,,,IND,02/03/2023,,4.602321663,,,277,SAVE10,,WH1,Standard,Good
2956,1713,Laptop,,54890,1,NetBanking,Hyderabad,India,April 5 2023,Y,3.065824295,,Tablet,254,,Not Returned,,Standard,Bad
1005,1026,,Accessories,6490,3,NetBanking,,IND,April 5 2023,N,4.793662597,,Tablet,57,YIrSES,,WH3,Express,
2532,1006,Mobile,Electronics,50845,3,Cash,Chennai,India,02/03/2023,N,2.145250893,Chrome,Tablet,138,SAVE10,Returned,WH3,Express,Good
1351,1108,Laptop,Fashion,47325,2,UPI,Hyderabad,India,,No,4.002961757,Edge,Tablet,109,,Returned,WH1,Express,Average
2972,1284,Laptop,,91324,2,Cash,Delhi,IN,02/03/2023,Y,1.666947967,Safari,Mobile,291,YIrSES,Returned,,,Average
4151,1830,Dress,Electronics,7920,3,,,IN,02/03/2023,Yes,3.903128285,Edge,Mobile,22,,Returned,WH2,Express,Good
3323,1600,Shoes,Fashion,68702,3,Cash,,IND,April 5 2023,Yes,2.745992947,Edge,Mobile,118,SAVE10,,WH2,,Good
1563,1939,,Electronics,56774,4,UPI,Hyderabad,IN,02/03/2023,,4.019956083,Safari,Mobile,223,SAVE10,Returned,WH3,Standard,Good
2898,1169,,Electronics,24812,2,UPI,Delhi,India,02/03/2023,Y,4.137039811,Safari,Mobile,5,OFF20,Returned,WH1,Express,Bad
1352,1176,Shoes,Fashion,74714,3,Card,Mumbai,India,,No,2.562239604,Chrome,Desktop,207,SAVE10,Returned,,,Bad
1091,1191,Dress,Electronics,38486,1,,Chennai,India,April 5 2023,No,3.029843802,Safari,,90,,Not Returned,WH2,Express,Average
839,1921,,,72137,1,Card,Chennai,IN,April 5 2023,Y,2.130735941,,,201,YIrSES,Returned,WH2,Standard,
2442,1478,,,20253,2,,Hyderabad,IN,02/03/2023,,1.333885715,Edge,,494,,,,Standard,Good
4796,1468,Dress,Fashion,29133,1,Cash,Chennai,India,02/03/2023,,4.491996703,Edge,Mobile,469,YIrSES,Not Returned,WH2,Express,Good
2643,1579,Mobile,Accessories,76932,1,,,IND,02/03/2023,,1.321750142,Edge,Tablet,221,,,WH3,,Bad
1805,1302,Shoes,Accessories,52418,2,Cash,Mumbai,,02/03/2023,,1.740055301,,Tablet,456,SAVE10,Not Returned,,Express,Good
2497,1663,Shoes,Fashion,52066,1,Card,Mumbai,IN,02/03/2023,Y,1.609027896,Safari,,137,YIrSES,Returned,WH1,,Good
3410,1196,Headphones,,4495,1,UPI,Chennai,IN,2023-01-01,N,4.932164217,,,100,YIrSES,,WH3,Standard,Average
787,1581,Mobile,Accessories,9052,3,,,IN,April 5 2023,Yes,3.671646463,Safari,Mobile,79,YIrSES,Returned,WH1,,Bad
209,1076,Headphones,Electronics,1322,1,Card,Delhi,IN,02/03/2023,N,3.29367222,Edge,Desktop,160,OFF20,Not Returned,WH2,Express,Good
617,1750,Dress,Accessories,79467,2,NetBanking,Delhi,,02/03/2023,N,2.129491746,,Desktop,95,SAVE10,Not Returned,WH3,Standard,Good
4892,1168,Shoes,Fashion,66612,2,Cash,Mumbai,India,02/03/2023,,3.791909593,Edge,Tablet,82,,Not Returned,,,
2535,1094,Laptop,Accessories,12757,4,UPI,,,2023-01-01,Yes,2.423585085,Chrome,,290,SAVE10,Returned,WH1,Express,Average
2338,1607,Headphones,Accessories,4556,4,Cash,Mumbai,,02/03/2023,Y,4.83519806,Edge,Mobile,170,OFF20,Returned,,Standard,Average
2776,1672,Mobile,Accessories,71768,2,,,India,April 5 2023,No,4.187350282,Safari,,406,YIrSES,Returned,WH3,Standard,Average
811,1675,Dress,Accessories,62728,2,UPI,Mumbai,India,April 5 2023,No,1.366868196,,Desktop,73,OFF20,,,Standard,
1217,1707,Laptop,Accessories,19959,4,Cash,Mumbai,IN,02/03/2023,Y,3.051836402,Safari,,318,OFF20,,WH3,Express,
151,1109,,Accessories,40070,3,UPI,Chennai,India,2023-01-01,Yes,2.522426506,,Desktop,141,OFF20,,,,
3231,1969,,Fashion,54811,1,UPI,,IN,April 5 2023,Y,2.024641548,Edge,,130,OFF20,Returned,WH1,Express,
3055,1857,Mobile,Accessories,94461,2,NetBanking,Chennai,IND,April 5 2023,N,3.182889764,Chrome,Mobile,97,,,,Standard,Bad
4724,1824,Dress,Fashion,59059,1,NetBanking,Chennai,IN,,N,1.137530854,Safari,Tablet,138,,Not Returned,WH2,,Bad
1169,1987,Shoes,Electronics,69418,2,UPI,,India,April 5 2023,Yes,4.903386362,Edge,,320,SAVE10,Returned,WH1,Express,Good
3865,1926,Dress,Fashion,22110,1,,Delhi,India,April 5 2023,No,3.599980789,,Desktop,115,,,WH1,Express,Bad
4252,1175,Dress,Electronics,93654,1,NetBanking,Chennai,IND,,N,4.54453889,Chrome,Mobile,455,OFF20,Returned,WH3,Express,
2698,1986,Headphones,,80730,1,NetBanking,Hyderabad,IN,2023-01-01,Y,3.750611755,Chrome,Tablet,57,,Not Returned,,,Bad
372,1218,Laptop,Electronics,52168,1,Cash,Delhi,IN,2023-01-01,Yes,3.659351799,,Mobile,281,OFF20,Not Returned,WH2,Express,Good
769,1358,Mobile,,87467,3,UPI,Mumbai,IND,02/03/2023,Yes,1.957065124,,Mobile,17,YIrSES,Returned,,Express,Bad
2256,1488,Headphones,Electronics,15301,2,UPI,Mumbai,,02/03/2023,,3.916114265,,Desktop,152,YIrSES,Not Returned,,Standard,
1021,1286,Headphones,Electronics,78428,2,UPI,Mumbai,,2023-01-01,Yes,1.612945058,Edge,Tablet,224,,Not Returned,WH2,Express,Good
4142,1910,Laptop,Electronics,62378,1,,Mumbai,,April 5 2023,No,4.386162397,,,417,YIrSES,Returned,,Express,
3015,1593,Shoes,Accessories,95084,3,Cash,Hyderabad,,,Yes,4.913560726,,Mobile,392,SAVE10,Returned,,Express,
2878,1538,,Fashion,14094,3,NetBanking,,IN,April 5 2023,N,2.232003347,Edge,,151,OFF20,Not Returned,,Express,Good
1540,1794,Shoes,,39986,2,,Mumbai,IND,02/03/2023,Yes,3.074082877,Chrome,Desktop,276,YIrSES,Not Returned,,Standard,
2699,1356,Dress,,62316,2,NetBanking,Hyderabad,IN,02/03/2023,N,3.920967598,Edge,Mobile,149,YIrSES,,,Standard,Good
140,1878,Dress,Fashion,30922,3,,Delhi,,April 5 2023,,1.834414795,Edge,,120,,Returned,WH1,Express,Good
695,1118,,,44844,1,,Chennai,IN,,Y,4.119860201,Edge,Tablet,59,YIrSES,Returned,WH3,,Good
3994,1585,Dress,Fashion,49191,1,Cash,,IND,02/03/2023,Yes,2.080946694,Edge,,296,SAVE10,Not Returned,WH2,Express,
1524,1601,Mobile,Fashion,70824,4,NetBanking,Mumbai,IND,02/03/2023,Yes,1.661488739,Safari,Desktop,84,SAVE10,Returned,WH2,Standard,Bad
2458,1101,,Fashion,60345,3,,Mumbai,,April 5 2023,Yes,1.871064331,Safari,Mobile,315,YIrSES,Returned,WH3,Standard,Bad
4041,1806,Headphones,Fashion,542,2,NetBanking,Delhi,IN,2023-01-01,N,4.541853934,,Desktop,146,OFF20,Not Returned,WH3,,
244,1686,Mobile,,92450,1,NetBanking,Hyderabad,IN,April 5 2023,No,4.858925484,Chrome,Mobile,65,YIrSES,Returned,,,Average
1206,1460,Laptop,Accessories,46984,4,Cash,Delhi,,02/03/2023,N,1.864074529,Edge,Tablet,10,YIrSES,Returned,WH1,Standard,
1328,1087,Laptop,,34850,3,,Chennai,India,,Y,4.517476877,Edge,Mobile,55,,Returned,WH1,Standard,Bad
3625,1579,,Accessories,18056,3,,Delhi,,,N,3.885641352,Safari,Desktop,398,,Returned,WH1,,Bad
1638,1127,Mobile,,92399,1,Card,Chennai,,April 5 2023,,3.622565604,Edge,Desktop,459,YIrSES,Returned,WH1,,
